,Open Price,High Price,Low Price,Last Price,Intra day range ,overnight,Volume,Volatility 30 Day,Price Change 1 Day Percent
Dates,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,Intra day range ,overnight,PX_VOLUME,VOLATILITY_30D,CHG_PCT_1D
3/25/2009,806.81,826.78,791.37,813.88,0.044745189,-0.008686784,1490779945,24.89,2.86
3/26/2009,814.06,832.98,814.06,832.86,0.02324153,-0.022572821,1163365428,24.9,0.05
3/27/2009,828.68,828.68,813.43,815.94,0.018747772,0.015613893,1631304858,23.86,0.78
3/30/2009,809.07,809.07,779.81,787.53,0.03752196,0.027351339,1108261255,23.88,-0.59
3/31/2009,790.88,810.48,790.88,797.87,0.024782521,-0.008760826,1083766598,23.75,-0.65
4/1/2009,793.59,813.62,783.32,811.08,0.038681509,-0.021563841,1274102183,24.25,1.52
4/2/2009,814.53,845.61,814.53,834.38,0.038156974,-0.02379012,1096989414,24.69,1.5
4/3/2009,835.13,842.5,826.7,842.5,0.019112133,-0.008747774,960097708,24.32,-0.18
4/6/2009,839.75,839.75,822.79,835.48,0.020612793,0.005110834,976504267,24.41,0.75
4/7/2009,834.12,834.12,814.53,815.55,0.02405068,0.02276991,1352201974,25.49,-2.53
4/8/2009,816.76,828.42,814.84,825.16,0.016665849,-0.010179844,1509391725,25.26,0.61
4/9/2009,829.29,856.91,829.29,856.56,0.033305599,-0.031836649,1258626207,24.02,0.12
4/13/2009,855.33,864.31,845.35,858.73,0.02242858,-0.003959335,1123572711,24.34,-1.37
4/14/2009,856.88,856.88,840.25,841.5,0.019791729,0.018276887,1198423088,24.68,-1.5
4/15/2009,839.44,852.93,835.58,852.06,0.02076402,-0.014811164,1213388093,24.46,0.63
4/16/2009,854.54,870.35,847.04,865.3,0.027519362,-0.012434994,1124539856,22.83,-0.14
4/17/2009,865.18,875.63,860.87,869.6,0.017145446,-0.005082797,1098779234,22.89,0.49
4/20/2009,868.27,868.27,832.39,832.39,0.043104795,0.043104795,1933713462,23,1.67
4/21/2009,831.25,850.09,826.83,850.08,0.028131539,-0.022150856,429323485,22.85,0.81
4/22/2009,847.26,861.78,840.57,843.55,0.025232878,0.00439808,619863161,21.22,0.08
4/23/2009,844.62,852.87,835.45,851.92,0.020851038,-0.00856888,748332368,21.56,-1.42
4/24/2009,853.91,871.8,853.91,866.23,0.020950686,-0.014222551,777423469,21.16,0.14
4/27/2009,862.82,868.83,854.65,857.51,0.016591587,0.006192348,847067638,21.23,-0.69
4/28/2009,854.48,864.48,847.12,855.16,0.020492964,-0.000795173,1246324688,21,-1.44
4/29/2009,856.85,882.06,856.85,873.64,0.029421719,-0.019218442,1090740020,20.97,0
4/30/2009,876.59,888.7,868.51,872.81,0.02324671,0.004330839,1463215331,21.75,-2.46
5/1/2009,872.74,880.48,866.1,877.52,0.016603164,-0.005447169,1505107324,21.14,0.32
5/4/2009,879.21,907.85,879.21,907.24,0.032574698,-0.030895904,1653483463,20.69,-1.84
5/5/2009,906.1,907.7,897.34,903.8,0.011545234,0.002544811,1801364464,20.6,1.36
5/6/2009,903.95,920.28,903.95,919.53,0.018065158,-0.016943438,1784915305,18.81,0.79
5/7/2009,919.58,929.58,901.36,907.39,0.031308245,0.013434135,1581805919,19.17,-1.36
5/8/2009,909.03,930.17,909.03,929.23,0.023255558,-0.021738429,1258042763,19.33,1.09
5/11/2009,922.99,922.99,908.68,909.24,0.015748118,0.01512252,1609559076,20.56,-2.49
5/12/2009,910.52,915.57,896.46,908.35,0.021317181,0.002388947,1997425723,20.54,-0.56
5/13/2009,905.4,905.4,882.8,883.92,0.025600362,0.024300842,1944503177,21.39,-2.91
5/14/2009,884.24,898.36,882.52,893.07,0.017948602,-0.009887243,2241694995,20.6,-0.6
5/15/2009,892.76,896.97,878.94,882.88,0.020513346,0.011190649,2352913752,20.68,-1.11
5/18/2009,886.07,910,886.07,909.71,0.027006896,-0.025986303,2553438342,21.81,2.14
5/19/2009,909.67,916.39,905.22,908.13,0.012339542,0.001695792,1948095277,21.18,1.01
5/20/2009,908.62,924.6,901.37,903.47,0.025771881,0.005700245,1754872854,21.32,-1.59
5/21/2009,900.42,900.42,879.61,888.33,0.023658212,0.013609807,1374306301,22.21,1.76
5/22/2009,888.68,896.65,883.75,887,0.014596888,0.001894025,1396520069,22.13,0.62
5/26/2009,887,911.76,881.46,910.33,0.034374787,-0.025628069,1677303699,21.8,-0.48
5/27/2009,909.95,913.84,891.87,893.06,0.024633635,0.018912503,1966414350,22.39,1.68
5/28/2009,892.96,909.45,887.6,906.83,0.024616945,-0.015295039,2044658212,22.78,1.22
5/29/2009,907.02,920.02,903.56,919.14,0.018216831,-0.013186239,1302448793,22.85,-1.05
6/1/2009,923.26,947.77,923.26,942.87,0.026547235,-0.020798201,1549871565,23.87,-3.2
6/2/2009,942.87,949.38,938.46,944.74,0.011636085,-0.001979381,1473568957,23.62,-0.76
6/3/2009,942.51,942.51,923.85,931.76,0.020198084,0.011537306,1682213523,23.85,0.79
6/4/2009,932.49,942.47,929.32,942.46,0.014150131,-0.010578698,1343636065,23.63,-0.42
6/5/2009,945.67,951.69,934.13,940.09,0.01879824,0.005935602,1276298732,23.76,0.59
6/8/2009,938.12,946.33,926.44,939.14,0.02146928,-0.0010861,1313289479,23.94,0.73
6/9/2009,940.35,946.92,936.15,942.43,0.011504567,-0.00220706,1254405876,24.15,1.36
6/10/2009,942.73,949.77,927.97,939.15,0.023492139,0.003811958,1219485902,24.39,-1.34
6/11/2009,939.04,956.23,939.04,944.89,0.018305929,-0.006191197,1327807502,23.39,0.08
6/12/2009,943.44,946.3,935.66,946.21,0.011371652,-0.002927469,1197131687,23.34,-0.09
6/15/2009,942.45,942.45,919.65,923.72,0.02479204,0.020276707,1270292340,22.92,0.83
6/16/2009,925.6,928,911.6,911.97,0.017990347,0.014945667,1252122417,22.76,-1.29
6/17/2009,911.89,918.44,903.78,910.71,0.016220762,0.001295692,1278475830,22.76,0.79
6/18/2009,910.86,921.93,907.94,918.37,0.015408507,-0.008177532,1329471512,22.89,1.38
6/19/2009,919.96,927.09,915.8,921.23,0.012328019,-0.001378592,1321190439,22.74,0.69
6/22/2009,918.13,918.13,893.04,893.04,0.028095046,0.028095046,1241021669,21.45,-0.09
6/23/2009,893.46,898.69,888.86,895.1,0.011059109,-0.001832198,1232120339,21.55,-0.89
6/24/2009,896.31,910.85,896.31,900.94,0.016222066,-0.005139077,1588987710,21.3,-2.71
6/25/2009,899.45,921.42,896.27,920.26,0.028060741,-0.022613175,1301792896,21.22,0.05
6/26/2009,918.84,922,913.03,918.9,0.009824431,-6.53E-05,1600158985,20.96,-0.34
6/29/2009,919.86,927.99,916.18,927.23,0.01289048,-0.007948405,1437624054,20.01,0.52
6/30/2009,927.15,930.01,912.86,919.32,0.018787109,0.008517165,1386239768,20.81,-2.2
7/1/2009,920.82,931.92,920.82,923.33,0.012054473,-0.002718421,1500484249,20.43,-0.84
7/2/2009,921.24,921.24,896.42,896.42,0.027687914,0.027687914,1373474033,20.06,-1.55
7/6/2009,894.27,898.72,886.36,898.72,0.013944673,-0.004951487,1683494852,23.05,3.71
7/7/2009,898.6,898.6,879.93,881.03,0.021217597,0.019942567,1320843491,23.15,-0.9
7/8/2009,881.9,886.8,869.32,879.56,0.02010767,0.002660421,1647837421,22.57,0.51
7/9/2009,881.28,887.86,878.45,882.68,0.01071205,-0.001586079,1742235308,22.88,-2.08
7/10/2009,880.03,883.57,872.81,879.13,0.012327998,0.001023739,1783151796,22.83,-0.9
7/13/2009,879.57,901.05,875.32,901.05,0.029394964,-0.023838855,1734784374,24.56,4.24
7/14/2009,900.77,905.84,896.5,905.84,0.010418293,-0.005597015,1598033264,25.54,-2.43
7/15/2009,910.15,933.95,910.15,932.68,0.026149536,-0.024156195,2162626826,26.46,2.39
7/16/2009,930.17,943.96,927.45,940.74,0.017801499,-0.011235836,1291588108,26.82,1.53
7/17/2009,940.56,941.89,934.65,940.38,0.007746215,0.000191412,1217740917,26.77,0.23
7/20/2009,942.07,951.62,940.99,951.13,0.011296613,-0.009525512,1212033667,26.82,-0.88
7/21/2009,951.97,956.53,943.22,954.58,0.014111236,-0.002734187,1230116774,26.68,-1.15
7/22/2009,953.4,959.83,947.75,954.07,0.012745977,-0.000702255,1145265425,26.49,-0.8
7/23/2009,954.07,979.42,953.27,976.29,0.027431892,-0.022759631,1283144677,26.56,0.57
7/24/2009,972.16,979.79,965.95,979.26,0.014327864,-0.007250373,1424334785,28.66,3.59
7/27/2009,978.63,982.49,972.29,982.18,0.010490697,-0.003614409,1197652357,28.57,-0.19
7/28/2009,981.48,982.35,969.35,979.62,0.013411049,0.001898695,1026236187,28.27,0.13
7/29/2009,977.66,977.76,968.65,975.15,0.009404842,0.002573963,1033569195,28.19,0.08
7/30/2009,976.01,996.68,976.01,986.75,0.021178062,-0.010884216,1047035428,27.89,0.16
7/31/2009,986.8,993.18,982.85,987.48,0.010510251,-0.000688622,1015104998,27.85,-0.51
8/3/2009,990.22,1003.61,990.22,1002.63,0.013522248,-0.012377447,1046282293,27.94,-0.81
8/4/2009,1001.41,1007.12,996.68,1005.65,0.010474776,-0.004216179,1159277947,27.86,0.45
8/5/2009,1005.41,1006.64,994.31,1002.72,0.012400559,0.002682703,1126579184,27.3,-2.04
8/6/2009,1004.06,1008,992.49,997.08,0.015627361,0.007000441,961801446,27.32,-0.34
8/7/2009,999.83,1018,999.83,1010.48,0.018173089,-0.010539546,1021588553,27.34,0.46
8/10/2009,1008.89,1010.12,1000.99,1007.1,0.00912097,0.001777381,1231724638,28.11,2.27
8/11/2009,1005.77,1005.77,992.4,994.35,0.01347239,0.01148489,1027100061,27.18,0.06
8/12/2009,994,1012.78,993.36,1005.81,0.019549811,-0.01174178,1352441014,27.43,1.81
8/13/2009,1005.86,1013.14,1000.82,1012.73,0.012309906,-0.006783644,966441829,26.89,-0.16
8/14/2009,1012.23,1012.6,994.6,1004.09,0.018097728,0.008106843,1092701160,25,-0.88
8/17/2009,998.18,998.18,978.51,979.73,0.020101992,0.018831719,1207652595,24.79,0.29
8/18/2009,980.62,991.2,980.62,989.67,0.010789093,-0.009144462,1285128685,24.81,0.64
8/19/2009,986.88,999.61,980.62,996.46,0.0193653,-0.009614034,1126285842,23.81,0.65
8/20/2009,996.41,1008.92,996.39,1007.37,0.012575397,-0.010879816,1008164519,23.56,-0.11
8/21/2009,1009.06,1027.59,1009.06,1026.13,0.018363626,-0.016635319,1030898939,20.39,-0.39
8/24/2009,1026.59,1035.82,1022.48,1025.57,0.01304671,0.000994569,1244281430,18.8,-0.38
8/25/2009,1026.63,1037.75,1026.21,1028,0.011245262,-0.001332685,1246696451,18.2,1.71
8/26/2009,1027.35,1032.47,1021.57,1028.12,0.010669851,-0.00074894,1145020522,17.74,0.32
8/27/2009,1027.81,1033.33,1016.2,1030.98,0.016856918,-0.003074744,1194861045,17.83,-0.45
8/28/2009,1031.62,1039.47,1023.13,1028.93,0.0159706,0.002614366,1205033475,17.64,0.77
8/31/2009,1025.21,1025.21,1014.62,1020.63,0.010437405,0.004487424,1157992393,18.22,-1.81
9/1/2009,1019.52,1028.45,996.28,998.04,0.032290119,0.021522183,1034616240,17.98,0.37
9/2/2009,996.07,1000.34,991.97,994.75,0.008437755,0.001326967,886643733,18.13,-0.67
9/3/2009,996.12,1003.43,992.25,1003.24,0.011267322,-0.007097006,885546646,15.17,1.1
9/4/2009,1003.84,1016.48,1001.65,1016.4,0.014805571,-0.01235734,1090328608,15.15,-0.04
9/8/2009,1018.67,1026.07,1018.67,1025.39,0.007264374,-0.006553604,1066353769,15.18,0.4
9/9/2009,1025.36,1036.34,1023.97,1033.37,0.012080432,-0.007751338,1093891437,15.45,1.06
9/10/2009,1032.99,1044.14,1028.04,1044.14,0.015660869,-0.010678645,1225218090,15.45,0.13
9/11/2009,1043.92,1048.18,1038.4,1042.73,0.009418336,0.001141235,1007971699,15.32,0.09
9/14/2009,1040.15,1049.74,1035,1049.34,0.014241546,-0.008757886,1091552699,15.39,-0.93
9/15/2009,1049.03,1056.04,1043.42,1052.63,0.012094842,-0.003420005,1185843945,16.24,-1.61
9/16/2009,1053.99,1068.76,1052.87,1068.76,0.015092082,-0.013819754,1004342184,14.83,0.26
9/17/2009,1067.87,1074.77,1061.2,1065.48,0.01278741,0.00224312,954224737,15.42,-1.32
9/18/2009,1066.6,1071.52,1064.27,1068.3,0.006812181,-0.001591313,953914113,15.48,0.68
9/21/2009,1067.14,1067.28,1057.46,1064.66,0.009286403,0.002329382,1006571268,14.06,0.4
9/22/2009,1066.35,1073.81,1066.35,1071.66,0.006995827,-0.00495493,1002421323,14.13,0.53
9/23/2009,1072.69,1080.15,1060.39,1060.87,0.018634653,0.011141799,1113868092,13.1,0.15
9/24/2009,1062.56,1066.29,1045.85,1050.78,0.019543912,0.01121072,995297752,13.48,-1.05
9/25/2009,1049.48,1053.47,1041.17,1044.38,0.011813633,0.00488328,1164551495,13.33,-0.58
9/28/2009,1045.38,1065.13,1045.38,1062.98,0.018892651,-0.016557226,1145953517,13.3,-0.03
9/29/2009,1063.69,1069.62,1057.83,1060.61,0.011145458,0.002903989,1089824165,14.4,1.95
9/30/2009,1061.02,1063.4,1046.47,1057.08,0.016178199,0.003727249,1365391103,17.11,-3.09
10/1/2009,1054.91,1054.91,1029.45,1029.85,0.024731653,0.024333641,1205841279,17.12,0.08
10/2/2009,1029.71,1030.6,1019.95,1025.21,0.010441688,0.004389345,1153615916,17.1,-0.24
10/5/2009,1026.87,1042.58,1025.92,1040.46,0.016239083,-0.01306153,1203833141,17.76,-1.69
10/6/2009,1042.02,1060.55,1042.02,1054.72,0.017782768,-0.01204111,1316120700,16.91,0.33
10/7/2009,1053.65,1058.02,1050.1,1057.59,0.007542139,-0.003725451,1239319990,17.58,1.5
10/8/2009,1060.03,1070.67,1060.03,1065.48,0.010037452,-0.005115066,1040003135,17.55,0.01
10/9/2009,1065.28,1071.51,1063,1071.49,0.008005644,-0.005795668,930782276,17.41,-0.68
10/12/2009,1071.63,1079.46,1071.63,1076.19,0.007306626,-0.00423717,1150582772,16.84,-0.97
10/13/2009,1074.96,1075.3,1066.71,1073.19,0.008052798,0.001649289,1152617483,16.84,0.38
10/14/2009,1078.68,1093.17,1078.68,1092.02,0.013433085,-0.012215893,1790577308,17.56,-1.85
10/15/2009,1090.36,1096.56,1086.41,1096.56,0.009342698,-0.005654045,948799292,17.12,0.01
10/16/2009,1094.67,1094.67,1081.53,1087.68,0.012149455,0.006426523,1212684160,17.11,-0.28
10/19/2009,1088.22,1100.17,1086.48,1097.91,0.012600324,-0.00882586,1200422946,17.18,0.58
10/20/2009,1098.64,1098.64,1086.16,1091.06,0.01149002,0.006947372,1357163575,18.6,-2.94
10/21/2009,1090.36,1101.36,1080.77,1081.4,0.019051232,0.008285556,1547129818,18.54,-0.37
10/22/2009,1080.96,1095.21,1074.31,1092.91,0.019454347,-0.010934112,1352930993,18.55,0.13
10/23/2009,1095.62,1095.83,1075.49,1079.6,0.01891231,0.014838829,1465879656,18.6,0.38
10/26/2009,1080.36,1091.75,1065.23,1066.95,0.024896032,0.012568536,1294815515,18.75,-1.82
10/27/2009,1067.54,1072.48,1060.62,1063.42,0.011182139,0.003874292,783695099,18.71,0.11
10/28/2009,1061.51,1063.26,1042.19,1042.63,0.020217043,0.018108054,1377538245,18.53,-0.84
10/29/2009,1043.69,1066.83,1043.69,1066.11,0.022171334,-0.021029725,1453534488,19.27,1.71
10/30/2009,1065.41,1065.41,1033.38,1036.2,0.030995374,0.028189539,1300037491,20.06,-2.28
11/2/2009,1036.18,1052.18,1029.38,1042.88,0.022149255,-0.006424517,1323606890,20.13,0.7
11/3/2009,1040.92,1046.36,1033.94,1045.41,0.012012302,-0.004294966,1512070617,20.18,-1.11
11/4/2009,1047.14,1061,1045.15,1046.5,0.015165287,0.000611562,1217165826,20.14,-0.9
11/5/2009,1047.3,1066.65,1047.3,1066.63,0.018476081,-0.018122498,1681722921,20.24,-1.09
11/6/2009,1064.95,1071.48,1059.32,1069.3,0.011479062,-0.004068082,1478486020,22.02,2.51
11/9/2009,1072.31,1093.19,1072.31,1093.08,0.019471981,-0.019001354,1690051031,21.41,1.2
11/10/2009,1091.86,1096.42,1087.4,1093.01,0.008295016,-0.00105214,1615672262,19.64,0.03
11/11/2009,1096.04,1105.37,1093.81,1098.51,0.010568563,-0.0022485,1067195474,19.62,-0.05
11/12/2009,1098.31,1101.97,1084.9,1087.24,0.015734169,0.010181745,1387767033,20.2,1.35
11/13/2009,1087.59,1097.79,1085.33,1093.48,0.011480379,-0.005386473,1482584409,19.74,0.41
11/16/2009,1094.13,1113.69,1094.13,1109.3,0.017877218,-0.013675291,1408752293,20.74,-2.31
11/17/2009,1109.22,1110.52,1102.19,1110.32,0.007557681,-0.000990705,1086455242,20.15,0.42
11/18/2009,1109.44,1111.1,1102.7,1109.8,0.007617666,-0.000324383,1032351239,20.7,-1.86
11/19/2009,1106.44,1106.44,1088.4,1094.9,0.016574789,0.010539775,1166911007,22.12,2.34
11/20/2009,1094.66,1094.66,1086.81,1091.38,0.007222974,0.003005369,1203689953,22.69,1.67
11/23/2009,1094.86,1112.38,1094.86,1106.24,0.016002046,-0.010287099,1239892646,22.9,-1.31
11/24/2009,1105.83,1107.56,1097.63,1105.65,0.009046764,0.0001628,1050271880,22.34,-0.56
11/25/2009,1106.49,1111.18,1104.75,1110.63,0.005820321,-0.003727614,962255734,22.45,-0.9
11/27/2009,1105.47,1105.47,1083.74,1091.49,0.020050935,0.01280818,1174232836,24.19,2.87
11/30/2009,1091.07,1097.24,1086.25,1095.63,0.010117376,-0.004161989,1052766538,24.14,0.34
12/1/2009,1098.89,1112.28,1098.89,1108.86,0.012185023,-0.008991216,1130867967,23.06,-1.79
12/2/2009,1109.03,1115.58,1105.29,1109.23,0.009309774,-0.000180305,1053629347,24.13,2.39
12/3/2009,1110.59,1117.28,1098.74,1099.92,0.016873874,0.009700706,1006993977,24.21,0.69
12/4/2009,1100.43,1119.13,1096.52,1105.98,0.020619779,-0.005018174,938113133,24.49,-1.21
12/7/2009,1105.52,1110.72,1100.83,1103.25,0.00898413,0.002057557,979115909,23.83,-0.29
12/8/2009,1103.04,1103.04,1088.61,1091.94,0.013255436,0.010165394,845908612,23.87,0.55
12/9/2009,1091.07,1097.04,1085.89,1095.95,0.010268075,-0.004452758,1029681747,23.72,0.41
12/10/2009,1098.69,1106.25,1098.69,1102.35,0.006880922,-0.00332018,827373145,23.7,-1.51
12/11/2009,1103.96,1108.5,1101.34,1106.41,0.006501171,-0.002214369,852030784,22.79,-0.93
12/14/2009,1107.84,1114.76,1107.84,1114.11,0.006246389,-0.005627811,860956232,22.77,0.62
12/15/2009,1114.11,1114.11,1105.35,1107.93,0.007925092,0.00557797,747569091,22.48,0.25
12/16/2009,1108.61,1116.21,1107.96,1109.18,0.007446117,-0.000513893,734526546,22.46,1.13
12/17/2009,1106.36,1106.36,1095.88,1096.08,0.009563091,0.009378877,745732495,23.07,-1.96
12/18/2009,1097.86,1103.74,1093.88,1102.47,0.009013786,-0.00418152,678189836,21.93,0.37
12/21/2009,1105.31,1117.68,1105.31,1114.05,0.01119143,-0.007845249,673898631,21.77,0.8
12/22/2009,1114.51,1120.27,1114.51,1118.02,0.005168191,-0.003139479,786746397,22.18,1.48
12/23/2009,1118.84,1121.58,1116,1120.59,0.005,-0.001561677,869352068,22.62,-1.37
12/24/2009,1121.08,1126.48,1121.08,1126.48,0.004816784,-0.004793694,986132671,22.31,-0.41
12/28/2009,1127.53,1130.38,1123.51,1127.78,0.006114765,-0.000221674,1001532648,22.28,-0.2
12/29/2009,1128.55,1130.38,1126.08,1126.2,0.003818556,0.002086663,1178812842,23.04,-2.99
12/30/2009,1125.53,1126.42,1121.94,1126.42,0.003993083,-0.000790114,1066596195,23.05,0.44
12/31/2009,1126.6,1127.64,1114.81,1115.1,0.011508688,0.010312976,1543999222,23.13,2.05
1/4/2010,1116.56,1133.87,1116.56,1132.98,0.015502973,-0.014492754,1473940380,24.43,-3.41
1/5/2010,1132.66,1136.63,1129.66,1136.52,0.006169998,-0.003396333,1318132327,23.92,0.61
1/6/2010,1135.71,1139.19,1133.95,1137.14,0.004621015,-0.001257541,1271976020,24.05,1.38
1/7/2010,1136.27,1142.46,1131.32,1141.7,0.009846905,-0.004756066,1123193403,24.01,0.21
1/8/2010,1140.52,1145.39,1136.22,1144.98,0.00807062,-0.003895265,1743886446,27.9,-4.71
1/11/2010,1145.96,1149.74,1142.02,1146.98,0.006759952,-0.000889292,1966531338,26.99,1.75
1/12/2010,1143.81,1143.81,1131.77,1136.22,0.010638204,0.006680044,1880012662,30.28,-4.71
1/13/2010,1137.31,1148.4,1133.18,1145.68,0.013431229,-0.007305705,2143412054,32.92,4.34
1/14/2010,1145.68,1150.41,1143.8,1148.46,0.005778982,-0.002420633,2597253033,34.36,4.02
1/15/2010,1147.72,1147.77,1131.39,1136.03,0.014477766,0.010290221,1215864177,36.07,-3.82
1/19/2010,1136.03,1150.45,1135.77,1150.23,0.012925152,-0.012345357,1107568093,36.18,-1.56
1/20/2010,1147.95,1147.95,1129.25,1138.04,0.016559663,0.008707954,1129724575,36.18,-0.2
1/21/2010,1138.68,1141.58,1114.84,1116.48,0.023985505,0.019883921,1401284196,36.71,1.97
1/22/2010,1115.49,1115.49,1090.18,1091.76,0.02321635,0.021735546,1132371369,36.7,0.32
1/25/2010,1092.4,1102.97,1092.4,1096.79,0.009675943,-0.004002589,2693841525,45.38,-8.79
1/26/2010,1095.8,1103.69,1089.86,1092.17,0.012689703,0.003323658,1450016719,48.53,5.42
1/27/2010,1091.94,1099.51,1083.11,1097.5,0.015141583,-0.005066059,1220324630,48.45,-0.45
1/28/2010,1096.93,1100.22,1078.46,1084.53,0.020176919,0.011433524,1353913743,49.71,-4.03
1/29/2010,1087.61,1096.45,1071.59,1073.87,0.023199171,0.012794845,1304459393,49.53,-1.35
2/1/2010,1073.89,1089.38,1073.89,1089.19,0.014424196,-0.014047136,1750767134,50.38,-3.85
2/2/2010,1090.05,1104.73,1087.96,1103.32,0.01541417,-0.012027336,1599755275,52.69,-5.74
2/3/2010,1100.67,1102.72,1093.97,1097.28,0.007998391,0.003089458,1949971280,52.45,-1.13
2/4/2010,1097.25,1097.25,1062.78,1063.11,0.032433806,0.032113328,1892520737,55.92,-7.62
2/5/2010,1064.12,1067.13,1044.5,1066.19,0.021665869,-0.001941493,2728425402,55.92,-1.18
2/8/2010,1065.51,1071.2,1056.51,1056.74,0.01390427,0.008299109,1616403538,66.76,11.58
2/9/2010,1060.06,1079.28,1060.06,1070.52,0.018131049,-0.009770952,1737544865,66.74,-0.53
2/10/2010,1069.68,1073.67,1059.34,1068.14,0.013527291,0.001441759,1581627143,71.33,-9.03
2/11/2010,1067.1,1080.04,1060.59,1078.47,0.018338849,-0.010542713,1933329971,72.91,4.25
2/12/2010,1075.95,1077.81,1062.97,1075.51,0.013960883,0.000409108,1628306931,72.34,-0.62
2/16/2010,1079.13,1095.67,1079.13,1094.87,0.015327162,-0.014376136,1123061180,73.87,4.77
2/17/2010,1096.14,1101.03,1094.72,1099.51,0.005764031,-0.003065002,1102374161,74.08,-3.08
2/18/2010,1099.03,1108.24,1097.48,1106.75,0.009804279,-0.006975378,1518540967,75.46,-6.1
2/19/2010,1105.49,1112.42,1100.8,1109.17,0.010555959,-0.003317796,1576552809,75.7,1.26
2/22/2010,1110,1112.29,1105.38,1108.02,0.006251244,0.001786971,1512228782,75.2,-3.45
2/23/2010,1107.49,1108.58,1092.18,1094.6,0.01501584,0.011775991,1220109859,74.95,-3.18
2/24/2010,1095.89,1106.42,1095.5,1105.24,0.009968051,-0.008459701,1620523034,81.54,10.79
2/25/2010,1101.24,1103.5,1086.02,1102.94,0.016095468,-0.001541335,1460280153,80.08,-1.11
2/26/2010,1103.1,1107.24,1097.56,1104.49,0.008819563,-0.001258499,1302514663,79.4,2.58
3/1/2010,1105.36,1116.11,1105.36,1115.71,0.009725338,-0.009276604,1444449816,79.18,1.54
3/2/2010,1117.01,1123.46,1116.51,1118.31,0.006224754,-0.001162468,880739404,79.16,-0.25
3/3/2010,1119.36,1125.64,1116.58,1118.79,0.008114063,0.000509479,1182578959,80.4,4.08
3/4/2010,1119.12,1123.73,1116.66,1122.97,0.006331381,-0.003428409,1221195142,81.28,-5.27
3/5/2010,1125.12,1139.38,1125.12,1138.7,0.012674204,-0.01192588,1466768767,82.21,-5.03
3/8/2010,1138.4,1141.05,1136.77,1138.51,0.003765054,-9.66E-05,1161470109,78.91,2.89
3/9/2010,1137.56,1145.37,1134.9,1140.45,0.009225482,-0.002534087,1022505799,76.8,-1.27
3/10/2010,1140.22,1148.26,1140.09,1145.61,0.007166101,-0.004704917,1090243426,76.9,-2.2
3/11/2010,1143.96,1150.24,1138.99,1150.24,0.009877172,-0.00545973,1319689557,77.46,-5.19
3/12/2010,1151.71,1153.41,1146.97,1149.99,0.005614794,0.001495665,1876619630,80.72,6.92
3/15/2010,1148.53,1150.98,1141.45,1150.51,0.00834903,-0.001720976,1311541094,80.85,-4.17
3/16/2010,1150.83,1160.28,1150.35,1159.46,0.008632155,-0.00744312,1161003679,79.46,-2.58
3/17/2010,1159.94,1169.84,1159.94,1166.21,0.008534924,-0.00537639,1488093640,79.56,0.98
3/18/2010,1166.13,1167.77,1161.16,1165.83,0.005692583,0.000257327,1515187433,78.3,-6.12
3/19/2010,1166.68,1169.2,1155.33,1159.9,0.012005228,0.005845331,2042046767,80.69,-6.71
3/22/2010,1157.25,1167.82,1152.88,1165.81,0.012958851,-0.007342534,2123658749,75.38,6.32
3/23/2010,1166.47,1174.72,1163.83,1174.17,0.009357037,-0.006557824,1780330682,78.29,6.47
3/24/2010,1172.7,1173.04,1166.01,1167.72,0.006029108,0.004264721,1555966213,73.28,0.66
3/25/2010,1170.03,1180.69,1165.09,1165.73,0.013389524,0.003688676,1149882749,72.93,3.53
3/26/2010,1167.58,1173.93,1161.48,1166.59,0.010719083,0.000848627,617877968,73,0.96
3/29/2010,1167.71,1174.85,1167.71,1173.22,0.006114532,-0.004696476,1355239909,76.38,-8.93
3/30/2010,1173.75,1177.83,1168.92,1173.27,0.007622421,0.000409113,1347851266,77.16,3.99
3/31/2010,1171.75,1174.56,1165.77,1169.43,0.007540081,0.001983872,1357481880,75.42,2.58
4/1/2010,1171.23,1181.43,1170.69,1178.1,0.009174077,-0.005831423,1276166139,75.78,-2.93
4/5/2010,1178.71,1187.73,1178.71,1187.44,0.007652434,-0.00735195,1425493120,75.92,3.65
4/6/2010,1186.01,1191.8,1182.77,1189.44,0.00763462,-0.00288371,1480006153,76.05,3.84
4/7/2010,1188.23,1189.6,1177.25,1182.45,0.01049055,0.004888156,1264570967,69.74,-2.31
4/8/2010,1181.75,1188.55,1175.12,1186.44,0.01142862,-0.003953002,1095788370,69.8,1.19
4/9/2010,1187.47,1194.66,1187.15,1194.37,0.006326075,-0.005777104,1197125100,69.78,-2.85
4/12/2010,1194.94,1199.2,1194.71,1196.48,0.003758234,-0.001287109,1187965042,69.62,0.7
4/13/2010,1195.94,1199.04,1188.82,1197.3,0.00859676,-0.001135889,1000772198,69.68,-1.27
4/14/2010,1198.69,1210.65,1198.69,1210.65,0.009977559,-0.009878991,1329389153,70.32,5.14
4/15/2010,1210.77,1213.92,1208.5,1211.67,0.004484899,-0.000742776,1106075013,68.58,-0.96
4/16/2010,1210.17,1210.17,1186.77,1192.13,0.019717384,0.015132578,1189020415,67.13,-2.12
4/19/2010,1192.06,1197.87,1183.68,1197.52,0.011988037,-0.004559423,2092250883,66.53,0.29
