,Open Price,High Price,Low Price,Last Price,Intra day range ,overnight,Volume,Volatility 30 Day,Price Change 1 Day Percent
Dates,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,Intra day range ,overnight,PX_VOLUME,VOLATILITY_30D,CHG_PCT_1D
4/11/1934,11.02,11.02,11.02,11.02,0,0,#N/A N/A,30.07,2.88
4/12/1934,10.99,10.99,10.99,10.99,0,0,#N/A N/A,28.42,-0.2
4/13/1934,10.95,10.95,10.95,10.95,0,0,#N/A N/A,28.72,#N/A N/A
4/16/1934,10.78,10.78,10.78,10.78,0,0,#N/A N/A,29.04,1.4
4/17/1934,10.89,10.89,10.89,10.89,0,0,#N/A N/A,28.8,-1.38
4/18/1934,11.03,11.03,11.03,11.03,0,0,#N/A N/A,28.45,-0.3
4/19/1934,11.05,11.05,11.05,11.05,0,0,#N/A N/A,26.79,-1.31
4/20/1934,11.16,11.16,11.16,11.16,0,0,#N/A N/A,26.84,-0.51
4/23/1934,11.09,11.09,11.09,11.09,0,0,#N/A N/A,26.43,1.13
4/24/1934,11,11,11,11,0,0,#N/A N/A,27.77,2.74
4/25/1934,10.94,10.94,10.94,10.94,0,0,#N/A N/A,27.26,0.49
4/26/1934,10.79,10.79,10.79,10.79,0,0,#N/A N/A,27.55,-1.18
4/27/1934,10.8,10.8,10.8,10.8,0,0,#N/A N/A,31.1,5.66
4/30/1934,10.46,10.46,10.46,10.46,0,0,#N/A N/A,31,0.47
5/1/1934,10.46,10.46,10.46,10.46,0,0,#N/A N/A,30.99,-0.28
5/2/1934,10.25,10.25,10.25,10.25,0,0,#N/A N/A,30.81,-0.28
5/3/1934,10.29,10.29,10.29,10.29,0,0,#N/A N/A,31.32,2.82
5/4/1934,10.32,10.32,10.32,10.32,0,0,#N/A N/A,31.32,-0.18
5/7/1934,9.81,9.81,9.81,9.81,0,0,#N/A N/A,31.24,1.28
5/8/1934,10.05,10.05,10.05,10.05,0,0,#N/A N/A,31.26,0.63
5/9/1934,9.88,9.88,9.88,9.88,0,0,#N/A N/A,30.69,0
5/10/1934,9.65,9.65,9.65,9.65,0,0,#N/A N/A,29,-0.9
5/11/1934,9.55,9.55,9.55,9.55,0,0,#N/A N/A,29.11,1.54
5/14/1934,9.45,9.45,9.45,9.45,0,0,#N/A N/A,28.16,1.25
5/15/1934,9.63,9.63,9.63,9.63,0,0,#N/A N/A,28.76,-1.41
5/16/1934,9.56,9.56,9.56,9.56,0,0,#N/A N/A,28.25,2.6
5/17/1934,9.59,9.59,9.59,9.59,0,0,#N/A N/A,26.1,-0.09
5/18/1934,9.85,9.85,9.85,9.85,0,0,#N/A N/A,26.67,3.14
5/21/1934,9.87,9.87,9.87,9.87,0,0,#N/A N/A,26.67,0.08
5/22/1934,9.65,9.65,9.65,9.65,0,0,#N/A N/A,28.28,-3.13
5/23/1934,9.56,9.56,9.56,9.56,0,0,#N/A N/A,28.2,0.44
5/24/1934,9.59,9.59,9.59,9.59,0,0,#N/A N/A,29.81,-2.78
5/25/1934,9.7,9.7,9.7,9.7,0,0,#N/A N/A,29.81,#N/A N/A
5/28/1934,9.83,9.83,9.83,9.83,0,0,#N/A N/A,29.29,0.36
5/29/1934,9.79,9.79,9.79,9.79,0,0,#N/A N/A,29.2,0.62
5/31/1934,9.61,9.61,9.61,9.61,0,0,#N/A N/A,28.98,1.95
6/1/1934,9.38,9.38,9.38,9.38,0,0,#N/A N/A,28.8,0.26
6/4/1934,9.49,9.49,9.49,9.49,0,0,#N/A N/A,29.49,-1.56
6/5/1934,9.72,9.72,9.72,9.72,0,0,#N/A N/A,28.66,0.35
6/6/1934,9.74,9.74,9.74,9.74,0,0,#N/A N/A,28.66,0.26
6/7/1934,9.71,9.71,9.71,9.71,0,0,#N/A N/A,28.76,#N/A N/A
6/8/1934,10.17,10.17,10.17,10.17,0,0,#N/A N/A,25.42,-2.62
6/11/1934,10.09,10.09,10.09,10.09,0,0,#N/A N/A,28.54,-3.95
6/12/1934,10.2,10.2,10.2,10.2,0,0,#N/A N/A,28.73,1.12
6/13/1934,10.2,10.2,10.2,10.2,0,0,#N/A N/A,28.76,-0.46
6/14/1934,10.05,10.05,10.05,10.05,0,0,#N/A N/A,27.39,-0.37
6/15/1934,10.23,10.23,10.23,10.23,0,0,#N/A N/A,29.21,3.26
6/18/1934,10.37,10.37,10.37,10.37,0,0,#N/A N/A,29,-0.54
6/19/1934,10.19,10.19,10.19,10.19,0,0,#N/A N/A,29.14,-1.18
6/20/1934,10.08,10.08,10.08,10.08,0,0,#N/A N/A,30.18,-2.57
6/21/1934,9.98,9.98,9.98,9.98,0,0,#N/A N/A,30.73,1.89
6/22/1934,9.76,9.76,9.76,9.76,0,0,#N/A N/A,30.33,-0.65
6/25/1934,9.73,9.73,9.73,9.73,0,0,#N/A N/A,30.86,2.14
6/26/1934,9.96,9.96,9.96,9.96,0,0,#N/A N/A,30.57,0
6/27/1934,9.93,9.93,9.93,9.93,0,0,#N/A N/A,29.38,0.09
6/28/1934,9.98,9.98,9.98,9.98,0,0,#N/A N/A,29.74,-1.64
6/29/1934,9.81,9.81,9.81,9.81,0,0,#N/A N/A,27.82,0.28
7/2/1934,9.69,9.69,9.69,9.69,0,0,#N/A N/A,29.45,-3.42
7/3/1934,9.66,9.66,9.66,9.66,0,0,#N/A N/A,29.04,2.01
7/5/1934,9.82,9.82,9.82,9.82,0,0,#N/A N/A,29.42,-1.97
7/6/1934,9.91,9.91,9.91,9.91,0,0,#N/A N/A,29.04,1.82
7/9/1934,9.88,9.88,9.88,9.88,0,0,#N/A N/A,29.1,-1.03
7/10/1934,9.94,9.94,9.94,9.94,0,0,#N/A N/A,29.16,1.71
7/11/1934,9.99,9.99,9.99,9.99,0,0,#N/A N/A,30.07,-2.71
7/12/1934,9.91,9.91,9.91,9.91,0,0,#N/A N/A,29.32,0.29
7/13/1934,9.93,9.93,9.93,9.93,0,0,#N/A N/A,29.87,1.63
7/16/1934,9.72,9.72,9.72,9.72,0,0,#N/A N/A,30.16,#N/A N/A
7/17/1934,9.68,9.68,9.68,9.68,0,0,#N/A N/A,30.5,1.32
7/18/1934,9.84,9.84,9.84,9.84,0,0,#N/A N/A,30.61,0.74
7/19/1934,9.74,9.74,9.74,9.74,0,0,#N/A N/A,29.58,0.28
7/20/1934,9.47,9.47,9.47,9.47,0,0,#N/A N/A,29.05,0.28
7/23/1934,9.09,9.09,9.09,9.09,0,0,#N/A N/A,26.24,0.46
7/24/1934,8.99,8.99,8.99,8.99,0,0,#N/A N/A,26.15,-0.73
7/25/1934,9.07,9.07,9.07,9.07,0,0,#N/A N/A,26.46,1.47
7/26/1934,8.36,8.36,8.36,8.36,0,0,#N/A N/A,26.43,-0.09
7/27/1934,8.6,8.6,8.6,8.6,0,0,#N/A N/A,24.54,-0.27
7/30/1934,8.67,8.67,8.67,8.67,0,0,#N/A N/A,24.51,-0.36
7/31/1934,8.68,8.68,8.68,8.68,0,0,#N/A N/A,24.71,-1.55
8/1/1934,8.95,8.95,8.95,8.95,0,0,#N/A N/A,23.51,1.02
8/2/1934,9.01,9.01,9.01,9.01,0,0,#N/A N/A,23.15,1.29
8/3/1934,8.9,8.9,8.9,8.9,0,0,#N/A N/A,23.04,0.18
8/6/1934,8.71,8.71,8.71,8.71,0,0,#N/A N/A,22.33,1
8/7/1934,8.69,8.69,8.69,8.69,0,0,#N/A N/A,22.43,-0.63
8/8/1934,8.83,8.83,8.83,8.83,0,0,#N/A N/A,22.58,-0.81
8/9/1934,9.13,9.13,9.13,9.13,0,0,#N/A N/A,22.04,-0.55
8/10/1934,8.93,8.93,8.93,8.93,0,0,#N/A N/A,22.45,-1.37
8/13/1934,9.17,9.17,9.17,9.17,0,0,#N/A N/A,19.59,0.09
8/14/1934,9.1,9.1,9.1,9.1,0,0,#N/A N/A,21.14,-3.15
8/15/1934,9.04,9.04,9.04,9.04,0,0,#N/A N/A,20.25,0
8/16/1934,9.11,9.11,9.11,9.11,0,0,#N/A N/A,20.33,-2.01
8/17/1934,9.06,9.06,9.06,9.06,0,0,#N/A N/A,20.19,0.39
8/20/1934,8.97,8.97,8.97,8.97,0,0,#N/A N/A,19.44,0.29
8/21/1934,9.19,9.19,9.19,9.19,0,0,#N/A N/A,23.34,-4.94
8/22/1934,9.4,9.4,9.4,9.4,0,0,#N/A N/A,24.65,2.45
8/23/1934,9.35,9.35,9.35,9.35,0,0,#N/A N/A,24.45,-1.69
8/24/1934,9.52,9.52,9.52,9.52,0,0,#N/A N/A,24.73,-2.33
8/27/1934,9.39,9.39,9.39,9.39,0,0,#N/A N/A,24.37,-1.04
8/28/1934,9.34,9.34,9.34,9.34,0,0,#N/A N/A,24.17,-1.05
8/29/1934,9.26,9.26,9.26,9.26,0,0,#N/A N/A,25.1,1.9
8/30/1934,9.16,9.16,9.16,9.16,0,0,#N/A N/A,25.02,-0.73
8/31/1934,9.15,9.15,9.15,9.15,0,0,#N/A N/A,24.98,0.31
9/4/1934,9.06,9.06,9.06,9.06,0,0,#N/A N/A,26.65,2.71
9/5/1934,9.21,9.21,9.21,9.21,0,0,#N/A N/A,26.13,0.2
9/6/1934,9.02,9.02,9.02,9.02,0,0,#N/A N/A,26.7,-2.23
9/7/1934,8.92,8.92,8.92,8.92,0,0,#N/A N/A,26.73,-0.93
9/10/1934,8.7,8.7,8.7,8.7,0,0,#N/A N/A,26.83,0.31
9/11/1934,8.72,8.72,8.72,8.72,0,0,#N/A N/A,27.02,1.15
9/12/1934,8.75,8.75,8.75,8.75,0,0,#N/A N/A,27.18,1.34
9/13/1934,8.72,8.72,8.72,8.72,0,0,#N/A N/A,26.71,-0.41
9/14/1934,8.47,8.47,8.47,8.47,0,0,#N/A N/A,27.14,#N/A N/A
9/17/1934,8.45,8.45,8.45,8.45,0,0,#N/A N/A,27.08,-1.84
9/18/1934,8.52,8.52,8.52,8.52,0,0,#N/A N/A,27.69,-2.39
9/19/1934,8.74,8.74,8.74,8.74,0,0,#N/A N/A,28.19,1.17
9/20/1934,8.77,8.77,8.77,8.77,0,0,#N/A N/A,29.57,2.42
9/21/1934,8.95,8.95,8.95,8.95,0,0,#N/A N/A,29.47,0.21
9/24/1934,8.9,8.9,8.9,8.9,0,0,#N/A N/A,29.43,-0.31
9/25/1934,9.15,9.15,9.15,9.15,0,0,#N/A N/A,31.78,4.74
9/26/1934,9.09,9.09,9.09,9.09,0,0,#N/A N/A,31.85,-0.79
9/27/1934,9.18,9.18,9.18,9.18,0,0,#N/A N/A,31.47,1.09
9/28/1934,9.08,9.08,9.08,9.08,0,0,#N/A N/A,31.45,0
10/1/1934,8.83,8.83,8.83,8.83,0,0,#N/A N/A,31.73,-1.47
10/2/1934,8.86,8.86,8.86,8.86,0,0,#N/A N/A,28.04,1.79
10/3/1934,8.83,8.83,8.83,8.83,0,0,#N/A N/A,27.4,1.37
10/4/1934,8.82,8.82,8.82,8.82,0,0,#N/A N/A,27.43,-1.74
10/5/1934,9,9,9,9,0,0,#N/A N/A,26.59,-1.08
10/8/1934,8.92,8.92,8.92,8.92,0,0,#N/A N/A,26.57,-0.99
10/9/1934,8.83,8.83,8.83,8.83,0,0,#N/A N/A,27.31,-2.2
10/10/1934,9.07,9.07,9.07,9.07,0,0,#N/A N/A,26.76,-0.31
10/11/1934,9.19,9.19,9.19,9.19,0,0,#N/A N/A,27.53,2.36
10/15/1934,9,9,9,9,0,0,#N/A N/A,27.56,-0.3
10/16/1934,9.09,9.09,9.09,9.09,0,0,#N/A N/A,26.39,0.5
10/17/1934,9.11,9.11,9.11,9.11,0,0,#N/A N/A,26.93,-1.7
10/18/1934,9.07,9.07,9.07,9.07,0,0,#N/A N/A,26.28,-1.22
10/19/1934,9.03,9.03,9.03,9.03,0,0,#N/A N/A,26.13,-0.31
10/22/1934,9.02,9.02,9.02,9.02,0,0,#N/A N/A,26.62,#N/A N/A
10/23/1934,8.99,8.99,8.99,8.99,0,0,#N/A N/A,26.87,1.66
10/24/1934,9.14,9.14,9.14,9.14,0,0,#N/A N/A,26.7,0.92
10/25/1934,8.93,8.93,8.93,8.93,0,0,#N/A N/A,26.69,-0.3
10/26/1934,8.8,8.8,8.8,8.8,0,0,#N/A N/A,26.03,0.61
10/29/1934,8.76,8.76,8.76,8.76,0,0,#N/A N/A,25.57,0.5
10/30/1934,8.79,8.79,8.79,8.79,0,0,#N/A N/A,24.46,-0.8
10/31/1934,8.81,8.81,8.81,8.81,0,0,#N/A N/A,24.27,0.2
11/1/1934,8.77,8.77,8.77,8.77,0,0,#N/A N/A,24.18,-2.11
11/2/1934,8.87,8.87,8.87,8.87,0,0,#N/A N/A,24.2,-0.41
11/5/1934,9.02,9.02,9.02,9.02,0,0,#N/A N/A,24.7,1.65
11/7/1934,9.19,9.19,9.19,9.19,0,0,#N/A N/A,20.2,-1.02
11/8/1934,9.12,9.12,9.12,9.12,0,0,#N/A N/A,21.7,-2.77
11/9/1934,9.3,9.3,9.3,9.3,0,0,#N/A N/A,24.27,-4.01
11/13/1934,9.23,9.23,9.23,9.23,0,0,#N/A N/A,24.33,-1.1
11/14/1934,9.2,9.2,9.2,9.2,0,0,#N/A N/A,24.43,0.89
11/15/1934,9.24,9.24,9.24,9.24,0,0,#N/A N/A,33.2,-7.83
11/16/1934,9.18,9.18,9.18,9.18,0,0,#N/A N/A,34.37,2.87
11/19/1934,9.1,9.1,9.1,9.1,0,0,#N/A N/A,34.48,0.81
11/20/1934,9.14,9.14,9.14,9.14,0,0,#N/A N/A,34.51,0.12
11/21/1934,9.1,9.1,9.1,9.1,0,0,#N/A N/A,36.16,3.11
11/22/1934,9.14,9.14,9.14,9.14,0,0,#N/A N/A,35.82,0.67
11/23/1934,9.27,9.27,9.27,9.27,0,0,#N/A N/A,35.93,-1.22
11/26/1934,9.52,9.52,9.52,9.52,0,0,#N/A N/A,35.34,-2.13
11/27/1934,9.43,9.43,9.43,9.43,0,0,#N/A N/A,35.34,-0.23
11/28/1934,9.54,9.54,9.54,9.54,0,0,#N/A N/A,35.79,1.61
11/30/1934,9.54,9.54,9.54,9.54,0,0,#N/A N/A,37.33,3.4
12/3/1934,9.41,9.41,9.41,9.41,0,0,#N/A N/A,37.7,-2.19
12/4/1934,9.48,9.48,9.48,9.48,0,0,#N/A N/A,38.75,2.69
12/5/1934,9.56,9.56,9.56,9.56,0,0,#N/A N/A,38.35,-0.76
12/6/1934,9.54,9.54,9.54,9.54,0,0,#N/A N/A,37.68,-0.66
12/7/1934,9.46,9.46,9.46,9.46,0,0,#N/A N/A,37.64,0.77
12/10/1934,9.36,9.36,9.36,9.36,0,0,#N/A N/A,37.65,-0.55
12/11/1934,9.17,9.17,9.17,9.17,0,0,#N/A N/A,37.59,-0.99
12/12/1934,9.18,9.18,9.18,9.18,0,0,#N/A N/A,38.43,2.45
12/13/1934,9.13,9.13,9.13,9.13,0,0,#N/A N/A,39.14,2.29
12/14/1934,9.11,9.11,9.11,9.11,0,0,#N/A N/A,39.13,-0.53
12/17/1934,9.17,9.17,9.17,9.17,0,0,#N/A N/A,39.11,1.82
12/18/1934,9.16,9.16,9.16,9.16,0,0,#N/A N/A,39.29,-1.37
12/19/1934,9.03,9.03,9.03,9.03,0,0,#N/A N/A,38.93,-0.53
12/20/1934,9.02,9.02,9.02,9.02,0,0,#N/A N/A,38.9,-0.86
12/21/1934,9.04,9.04,9.04,9.04,0,0,#N/A N/A,38.15,-1.08
12/24/1934,9.11,9.11,9.11,9.11,0,0,#N/A N/A,36.1,-0.11
12/26/1934,9.06,9.06,9.06,9.06,0,0,#N/A N/A,36.59,#N/A N/A
12/27/1934,9.07,9.07,9.07,9.07,0,0,#N/A N/A,36.63,-0.98
12/28/1934,9.41,9.41,9.41,9.41,0,0,#N/A N/A,26.38,1.66
12/31/1934,9.5,9.5,9.5,9.5,0,0,#N/A N/A,26.17,-2.06
1/2/1935,9.51,9.51,9.51,9.51,0,0,#N/A N/A,26.37,-1.11
1/3/1935,9.53,9.53,9.53,9.53,0,0,#N/A N/A,27.53,-2.47
1/4/1935,9.51,9.51,9.51,9.51,0,0,#N/A N/A,25.81,0.23
1/7/1935,9.58,9.58,9.58,9.58,0,0,#N/A N/A,25.73,0.34
1/8/1935,9.47,9.47,9.47,9.47,0,0,#N/A N/A,25.5,-0.34
1/9/1935,9.46,9.46,9.46,9.46,0,0,#N/A N/A,26.19,-2.87
1/10/1935,9.44,9.44,9.44,9.44,0,0,#N/A N/A,26.19,-0.24
1/11/1935,9.25,9.25,9.25,9.25,0,0,#N/A N/A,25.81,0.83
1/14/1935,9.17,9.17,9.17,9.17,0,0,#N/A N/A,24.88,2.58
1/15/1935,8.96,8.96,8.96,8.96,0,0,#N/A N/A,24.05,0.34
1/16/1935,9.1,9.1,9.1,9.1,0,0,#N/A N/A,23.44,2.05
1/17/1935,9.14,9.14,9.14,9.14,0,0,#N/A N/A,23.39,-0.56
1/18/1935,9.18,9.18,9.18,9.18,0,0,#N/A N/A,24.86,2.81
1/21/1935,9.28,9.28,9.28,9.28,0,0,#N/A N/A,24.84,-0.66
1/22/1935,9.2,9.2,9.2,9.2,0,0,#N/A N/A,24.95,0.99
1/23/1935,9.2,9.2,9.2,9.2,0,0,#N/A N/A,25,-1.09
1/24/1935,9.18,9.18,9.18,9.18,0,0,#N/A N/A,25.27,-2.75
1/25/1935,9.23,9.23,9.23,9.23,0,0,#N/A N/A,24.16,0.34
1/28/1935,9.07,9.07,9.07,9.07,0,0,#N/A N/A,24.14,-0.34
1/29/1935,8.98,8.98,8.98,8.98,0,0,#N/A N/A,23.3,-0.11
1/30/1935,9.03,9.03,9.03,9.03,0,0,#N/A N/A,24.04,2.04
1/31/1935,9.1,9.1,9.1,9.1,0,0,#N/A N/A,24.12,-0.89
2/1/1935,9.05,9.05,9.05,9.05,0,0,#N/A N/A,24.17,-1.01
2/4/1935,8.99,8.99,8.99,8.99,0,0,#N/A N/A,25.48,2.72
2/5/1935,8.89,8.89,8.89,8.89,0,0,#N/A N/A,25.81,1.32
2/6/1935,8.81,8.81,8.81,8.81,0,0,#N/A N/A,26.1,#N/A N/A
2/7/1935,8.88,8.88,8.88,8.88,0,0,#N/A N/A,26.43,-2.07
2/8/1935,9.03,9.03,9.03,9.03,0,0,#N/A N/A,26.11,1
2/11/1935,9.02,9.02,9.02,9.02,0,0,#N/A N/A,25.31,0.22
2/13/1935,9.01,9.01,9.01,9.01,0,0,#N/A N/A,25.1,-0.44
2/14/1935,9.01,9.01,9.01,9.01,0,0,#N/A N/A,23.83,-0.44
2/15/1935,9.06,9.06,9.06,9.06,0,0,#N/A N/A,23.84,-0.11
2/18/1935,9.34,9.34,9.34,9.34,0,0,#N/A N/A,23.87,-0.33
2/19/1935,9.19,9.19,9.19,9.19,0,0,#N/A N/A,24.29,1.67
2/20/1935,9.04,9.04,9.04,9.04,0,0,#N/A N/A,23.63,-2.3
2/21/1935,9.03,9.03,9.03,9.03,0,0,#N/A N/A,24.14,-1.46
2/25/1935,8.85,8.85,8.85,8.85,0,0,#N/A N/A,24.1,-0.45
2/26/1935,8.76,8.76,8.76,8.76,0,0,#N/A N/A,22.85,0.34
2/27/1935,8.79,8.79,8.79,8.79,0,0,#N/A N/A,22.84,0.23
2/28/1935,8.74,8.74,8.74,8.74,0,0,#N/A N/A,21.96,-0.45
3/1/1935,8.79,8.79,8.79,8.79,0,0,#N/A N/A,22.21,1.14
3/4/1935,8.72,8.72,8.72,8.72,0,0,#N/A N/A,21.11,1.69
3/5/1935,8.47,8.47,8.47,8.47,0,0,#N/A N/A,21.42,#N/A N/A
3/6/1935,8.45,8.45,8.45,8.45,0,0,#N/A N/A,22.01,1.88
3/7/1935,8.56,8.56,8.56,8.56,0,0,#N/A N/A,21.87,-0.76
3/8/1935,8.54,8.54,8.54,8.54,0,0,#N/A N/A,20.7,1.97
3/11/1935,8.32,8.32,8.32,8.32,0,0,#N/A N/A,21.11,#N/A N/A
3/12/1935,8.16,8.16,8.16,8.16,0,0,#N/A N/A,21.25,-0.75
3/13/1935,8.19,8.19,8.19,8.19,0,0,#N/A N/A,21.29,-0.33
3/14/1935,8.06,8.06,8.06,8.06,0,0,#N/A N/A,20.43,0.43
3/15/1935,8.23,8.23,8.23,8.23,0,0,#N/A N/A,20.32,-0.65
3/18/1935,8.14,8.14,8.14,8.14,0,0,#N/A N/A,20.24,-0.87
3/19/1935,8.26,8.26,8.26,8.26,0,0,#N/A N/A,18.45,0.44
3/20/1935,8.25,8.25,8.25,8.25,0,0,#N/A N/A,18.01,-0.44
3/21/1935,8.42,8.42,8.42,8.42,0,0,#N/A N/A,16.74,0.44
3/22/1935,8.55,8.55,8.55,8.55,0,0,#N/A N/A,16.95,1.42
3/25/1935,8.42,8.42,8.42,8.42,0,0,#N/A N/A,18.53,2.7
3/26/1935,8.35,8.35,8.35,8.35,0,0,#N/A N/A,18.85,-0.95
3/27/1935,8.44,8.44,8.44,8.44,0,0,#N/A N/A,19.02,1.17
3/28/1935,8.45,8.45,8.45,8.45,0,0,#N/A N/A,19.29,#N/A N/A
3/29/1935,8.45,8.45,8.45,8.45,0,0,#N/A N/A,19.27,0
4/1/1935,8.54,8.54,8.54,8.54,0,0,#N/A N/A,19.85,-1.36
4/2/1935,8.5,8.5,8.5,8.5,0,0,#N/A N/A,19.35,0.74
4/3/1935,8.48,8.48,8.48,8.48,0,0,#N/A N/A,17.67,0.84
4/4/1935,8.57,8.57,8.57,8.57,0,0,#N/A N/A,16.82,-0.21
4/5/1935,8.78,8.78,8.78,8.78,0,0,#N/A N/A,17.05,-0.84
4/8/1935,8.78,8.78,8.78,8.78,0,0,#N/A N/A,17.58,-1.06
4/9/1935,8.94,8.94,8.94,8.94,0,0,#N/A N/A,19.01,-2.03
4/10/1935,8.9,8.9,8.9,8.9,0,0,#N/A N/A,18.91,0.11
4/11/1935,8.85,8.85,8.85,8.85,0,0,#N/A N/A,18.77,-0.54
4/12/1935,8.95,8.95,8.95,8.95,0,0,#N/A N/A,18.07,-0.22
4/15/1935,9.13,9.13,9.13,9.13,0,0,#N/A N/A,17.18,0.66
4/16/1935,9.15,9.15,9.15,9.15,0,0,#N/A N/A,16.85,-0.11
4/17/1935,9.01,9.01,9.01,9.01,0,0,#N/A N/A,17.27,-1.42
4/18/1935,9.14,9.14,9.14,9.14,0,0,#N/A N/A,16.03,-0.11
4/22/1935,9.41,9.41,9.41,9.41,0,0,#N/A N/A,15.92,0.22
4/23/1935,9.44,9.44,9.44,9.44,0,0,#N/A N/A,15.84,0.77
4/24/1935,9.32,9.32,9.32,9.32,0,0,#N/A N/A,16.12,#N/A N/A
4/25/1935,9.44,9.44,9.44,9.44,0,0,#N/A N/A,16.12,-0.55
4/26/1935,9.4,9.4,9.4,9.4,0,0,#N/A N/A,16.02,0.11
4/29/1935,9.39,9.39,9.39,9.39,0,0,#N/A N/A,19.51,3.75
4/30/1935,9.28,9.28,9.28,9.28,0,0,#N/A N/A,19.66,0.96
5/1/1935,9.23,9.23,9.23,9.23,0,0,#N/A N/A,19.96,#N/A N/A
5/2/1935,9.27,9.27,9.27,9.27,0,0,#N/A N/A,19.94,0.11
5/3/1935,9.42,9.42,9.42,9.42,0,0,#N/A N/A,19.5,0.21
5/6/1935,9.42,9.42,9.42,9.42,0,0,#N/A N/A,17.62,-0.21
5/7/1935,9.38,9.38,9.38,9.38,0,0,#N/A N/A,17.48,0.74
5/8/1935,9.65,9.65,9.65,9.65,0,0,#N/A N/A,17.5,-1.15
5/9/1935,9.69,9.69,9.69,9.69,0,0,#N/A N/A,17.5,-0.11
5/10/1935,9.75,9.75,9.75,9.75,0,0,#N/A N/A,17.17,-0.21
5/13/1935,9.8,9.8,9.8,9.8,0,0,#N/A N/A,17.79,-2.01
5/14/1935,9.81,9.81,9.81,9.81,0,0,#N/A N/A,17.77,-0.86
5/15/1935,9.82,9.82,9.82,9.82,0,0,#N/A N/A,18.73,-2.29
5/16/1935,10.04,10.04,10.04,10.04,0,0,#N/A N/A,19.54,1.56
5/17/1935,10.01,10.01,10.01,10.01,0,0,#N/A N/A,19.5,0.44
5/20/1935,9.89,9.89,9.89,9.89,0,0,#N/A N/A,19.34,0.44
5/21/1935,9.98,9.98,9.98,9.98,0,0,#N/A N/A,18.56,1.09
5/22/1935,10.06,10.06,10.06,10.06,0,0,#N/A N/A,18.77,-0.86
5/23/1935,10.07,10.07,10.07,10.07,0,0,#N/A N/A,18.69,0
5/24/1935,10.02,10.02,10.02,10.02,0,0,#N/A N/A,18.69,-0.22
5/27/1935,10.03,10.03,10.03,10.03,0,0,#N/A N/A,18.65,0.54
5/28/1935,9.85,9.85,9.85,9.85,0,0,#N/A N/A,19.45,-1.73
5/29/1935,9.69,9.69,9.69,9.69,0,0,#N/A N/A,19.18,-0.99
5/31/1935,9.58,9.58,9.58,9.58,0,0,#N/A N/A,19.26,0.56
6/3/1935,9.67,9.67,9.67,9.67,0,0,#N/A N/A,19.4,0.78
6/4/1935,9.92,9.92,9.92,9.92,0,0,#N/A N/A,19.32,-0.55
6/5/1935,9.91,9.91,9.91,9.91,0,0,#N/A N/A,19.36,-0.66
6/6/1935,9.84,9.84,9.84,9.84,0,0,#N/A N/A,19.29,-1.11
6/7/1935,9.9,9.9,9.9,9.9,0,0,#N/A N/A,19.44,-0.9
6/10/1935,10.03,10.03,10.03,10.03,0,0,#N/A N/A,15.65,0.79
6/11/1935,10.13,10.13,10.13,10.13,0,0,#N/A N/A,16.31,1.69
6/12/1935,10.06,10.06,10.06,10.06,0,0,#N/A N/A,16.29,-0.11
6/13/1935,10.12,10.12,10.12,10.12,0,0,#N/A N/A,16.29,#N/A N/A
6/14/1935,10.22,10.22,10.22,10.22,0,0,#N/A N/A,16.24,-0.11
6/17/1935,10.22,10.22,10.22,10.22,0,0,#N/A N/A,16.25,0
6/18/1935,10.28,10.28,10.28,10.28,0,0,#N/A N/A,16.16,0.55
6/19/1935,10.23,10.23,10.23,10.23,0,0,#N/A N/A,18.64,3.09
6/20/1935,10.15,10.15,10.15,10.15,0,0,#N/A N/A,19.25,-1.61
6/21/1935,10.38,10.38,10.38,10.38,0,0,#N/A N/A,19.81,-1.63
6/24/1935,10.47,10.47,10.47,10.47,0,0,#N/A N/A,18.9,-0.11
6/25/1935,10.32,10.32,10.32,10.32,0,0,#N/A N/A,19.1,#N/A N/A
6/26/1935,10.2,10.2,10.2,10.2,0,0,#N/A N/A,18.76,-1.99
6/27/1935,10.15,10.15,10.15,10.15,0,0,#N/A N/A,18.26,-1.02
6/28/1935,10.24,10.24,10.24,10.24,0,0,#N/A N/A,18.23,0.34
7/1/1935,10.28,10.28,10.28,10.28,0,0,#N/A N/A,18.18,-0.57
7/2/1935,10.29,10.29,10.29,10.29,0,0,#N/A N/A,17.89,0.57
7/3/1935,10.35,10.35,10.35,10.35,0,0,#N/A N/A,17.87,-0.8
7/5/1935,10.47,10.47,10.47,10.47,0,0,#N/A N/A,19.73,-2.87
7/8/1935,10.6,10.6,10.6,10.6,0,0,#N/A N/A,19.73,-0.24
7/9/1935,10.55,10.55,10.55,10.55,0,0,#N/A N/A,20.18,1.3
7/10/1935,10.63,10.63,10.63,10.63,0,0,#N/A N/A,19.62,-0.23
7/11/1935,10.52,10.52,10.52,10.52,0,0,#N/A N/A,20.85,-2.58
7/12/1935,10.62,10.62,10.62,10.62,0,0,#N/A N/A,21.29,-1.92
7/15/1935,10.6,10.6,10.6,10.6,0,0,#N/A N/A,21.1,0.37
7/16/1935,10.62,10.62,10.62,10.62,0,0,#N/A N/A,21.43,-1.59
7/17/1935,10.67,10.67,10.67,10.67,0,0,#N/A N/A,22.79,2.11
7/18/1935,10.66,10.66,10.66,10.66,0,0,#N/A N/A,22.78,-1.09
